,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
646768,7/19/16,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"I have close to {$100000.00} in student loan debt, {$20000.00} of which is funded by Sallie Mae/XXXX. _x000D_Sallie Mae/XXXX refuses to work with me and demands that I pay {$320.00} a month or more on this debt with 10 % interest. Everytime I call a representative tells me that is my only option, or I can default. Then they state that if I default there might be some help for me but they do n't know, and there 's nobody I can talk to about it. It is unbelievable",Company believes it acted appropriately as authorized by contract or law,Sallie Mae,MN,554XX,Servicemember,Consent provided,Web,7/20/16,Closed with explanation,Yes,Yes,2020357
647011,2016-07-09 00:00:00,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"My complaint and present-day issue involves Central Credit Services, a debt collection agency at XXXX XXXX XXXX XXXX, XXXX XXXX, Missouri. Zip code : XXXX. The debt collection agency, Central Credit Services, references their account # XXXX. _x000D__x000D_The allegation of a delinquent debt by Central Credit Services is faulty. Their agency violates sections of FDCPA, and one of those sections includes their requirement to provide "" Proper Verification of a Debt '' which is annotated within FDCPA 1692g. _x000D__x000D_Central Credit Services mailed a debt-collection notice to me on XXXX XXXX, XXXX, alleging a {$1600.00} debt as due, identifying the original creditor of the alleged debt as XXXX XXXX. XXXX XXXX is based in XXXX, Wisconsin. Their notice is in error. I do not owe the debt. _x000D__x000D_On XXXX XXXX, XXXX, I sent a dispute letter to Central Credit Services, utilizing Priority - Return Receipt postal mail. Central Credit received my dispute letter on XXXX XXXX, XXXX. _x000D__x000D_I initiated a XXXX XXXX XXXX complaint against XXXX XXXX on XXXX XXXX, XXXX, disputing any debt that is allegedly due by me to XXXX XXXX, which is referenced in the Central Credit Services billing notice. The XXXX XXXX references my complaint with ID # XXXX, dated XXXX XXXX, XXXX. _x000D__x000D_XXXX XXXX provided a written answer to my complaint on XXXX XXXX, XXXX. XXXX 's answer was directed both to me and the XXXX XXXX. XXXX 's answer to me is written, in part : "" .... XXXX XXXX will write off the balance and remove the account from collections. '' Further, XXXX 's written response to me added : "" .... We will have the collections agency send a letter to the patient ( meaning, me ) confirming the account ( s ) are CLOSED and DELETED from the ( patient 's ) CREDIT REPORT. _x000D__x000D_On XXXX XXXX, XXXX, I sent a XXXX dispute letter to Central Credit Services, and referenced XXXX XXXX 's answer to my complaint and assertion that no debt is due to XXXX XXXX. My XXXX correspondence to XXXX XXXX was sent by Priority Certified - Receipt postal mail. XXXX XXXX received my XXXX correspondence on XXXX XXXX, XXXX. _x000D__x000D_This entire issue originated with a Debt Buyer, XXXX XXXX XXXX, XXXX. The original ( alleged ) debt buyer, XXXX, had sold XXXX alleged debts of {$810.00} each to a debt collection agency known as XXXX XX/XX/XXXX. Both of those alleged debts, referencing XXXX XXXX, were disputed by me with XXXX in timely correspondence dated XXXX XXXX, XXXX. _x000D__x000D_While XXXX XXXX is vague about how these alleged Medical debts have ever surfaced, it appears that either XXXX XXXX or an affiliate Hospital erred in sending their own billings to the Veterans ' Administration -- which had later paid Medical Billings in my behalf. In any event, there is NOT DEBT DUE TO XXXX XXXX. Indeed, XXXX XXXX has now confirmed it, ( finally ), and provided written correspondence to me and the XXXX XXXX _x000D__x000D_Central Credit Services violates law if continuing to collect this alleged debt. It is necessary that Central Credit Services provide correspondence to me, indicating their acknowledgement that this matter is closed with no debt due to the ( alleged ) original creditor -- XXXX XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Radius Global Solutions LLC,WI,549XX,"Older American, Servicemember",Consent provided,Web,2016-07-09 00:00:00,Closed with explanation,Yes,Yes,2099771
647068,3/22/17,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,"This agressive collection agency is reporting false dates and information to XXXX relating to a {$170.00} Medical bill and claiming to be the original creditor, I have ask them several times for documentation relating to services rendered, I never recieved any services from original Hospital, they refuse to listen and have been very rude to me and called me a liar, I have recently sent a demand letter to the Hospital, XXXX and this agressive collection agency. Phoenix Financial Services LLC XXXX, IN. XXXX I have also had to send them a Cease and Desist letter for harassing me, they are reporting a five year old account as if it was a new account and late as of XX/XX/2017, they told me if I did not pay that they would cause me problems, I was able to remove it from XXXX and XXXX and still trying to get XXXX to fix the problem, I consider this harassment and would like to file official complaint, they are trying to ruin my credit. Thank you!",Company believes it acted appropriately as authorized by contract or law,Phoenix Financial Services LLC,TX,750XX,Servicemember,Consent provided,Web,3/22/17,Closed with explanation,Yes,Yes,2399258
648033,7/14/16,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"XXXX XXXX XXXX XXXX XXXX billed me for balance not covered by insurance for ER services rendered to my minor daughter on XXXX/XXXX/XXXX after her father, the insured, refused to pay. Prior to treatment, admissions clerk had me sign a computer pad & explained that it was permission to treat & bill insurance. Provided father 's info during services rendered & clerk said he would be billed as responsible party. No copy of the signed document was provided to me. Within 1 day of receiving balance notice reassigned to me, I paid XXXX of bill and provided hospital with copy of signed XXXX XXXX stating that father is responsible for equal share of uninsured medical bills & his complete contact info to pursue payment. Instead of responding to my dispute XXXX XXXX XXXX XXXX sent me a XXXX bill for 50 % balance. I initiated over 10 phone calls to dispute and assist in providing father 's current information to collect, but instead of attempting to contact court ordered responsible party for payment, hospital assigned XXXX ( XXXX ) to collect against me. _x000D__x000D_Per court order supplied to XXXX XXXX XXXX XXXX XXXX collection agency on multiple occasions, I paid my responsible 50 % of medical expense on XXXX/XXXX/XXXX, included complete contact info for other legally, responsible party & biological father, XXXX XXXX and disputed remaining collection. _x000D__x000D_After filing previous FTC complaint # XXXX, I received notification on XXXX/XXXX/XXXX from XXXX that debt had been cancelled. _x000D__x000D_On XXXX/XXXX/XXXX, I received collection letter from new agency, Progressive Management Systems for same debt. _x000D__x000D_XXXX XXXX XXXX XXXX has been provided, on multiple occasions, supporting documents & complete information for responsible party, but continues to re-assign new collection agencies to pursue me.",Company believes it acted appropriately as authorized by contract or law,"R.M. Galicia, Inc.",CA,925XX,Servicemember,Consent provided,Web,7/14/16,Closed with explanation,Yes,No,2009951
648127,7/15/16,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I have a charge on my credit report stating I have an account in collections with Omega RMS. It shows that I owe over $ XXXX. This is a bogus charge. I called Omega RMS and they stated they do not have an account with my name on it, however it is on my credit report. I have never heard of Omega RMS prior to finding this charge on my credit report. I want it removed immediately. All of my accounts are in good standing and I have nothing in collections. I have no supporting documents because I have no account/experience with Omega RMS.",Company believes it acted appropriately as authorized by contract or law,"Omega RMS, LLC",NC,283XX,Servicemember,Consent provided,Web,7/21/16,Closed with explanation,Yes,No,2011664
648312,7/14/16,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"XXXX XXXX sued us twice by XXXX different collection agencies on the same alleged debt that had been paid in full several years before. We were served the first suit ( the subject of this complaint ) in XXXX 2015. It was dismissed. Six weeks later, we were served another suit by a different collection agency ( see cfpb complaints # XXXX against the second collection agency and # XXXX against XXXX XXXX ).",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Rausch, Sturm, Israel, Enerson & Hornik, LLC",LA,707XX,Older American,Consent provided,Web,7/14/16,Closed with explanation,Yes,No,2013172
648360,6/23/16,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"I sent the naval federal credit union statements showing late fees and they have not confirm receipt as request and they keep stating i have not provided any or responded to their request when I have more than once and I more than one, the change the credit term about a loan I requested, they have done nothing to get the unfair reporting to the credit company which has been add to my account",Company believes it acted appropriately as authorized by contract or law,Navy FCU,VA,234XX,"Older American, Servicemember",Consent provided,Web,6/28/16,Closed with explanation,Yes,Yes,1981068
648469,8/30/16,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I suddenly began receiving notices addressed to a variation of my name from a "" Covington Credit '' demanding that I contact them to avoid repossession. I have never heard of Covington Credit - know nothing about them. I believe it began about a year ago - I returned the first few notices - marked "" Not at this Address - Return to Sender. '' They continued to send demanding notices - so I sent a note to them telling them that I had never heard of them, that I would file a complaint if they did n't stop harassing me with threats of repossession. A few months went by - then I received the latest - a demanding Settlement Opportunity to "" get me started on the road to better credit. ''",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Southern Management Corp,TX,752XX,Older American,Consent provided,Web,2016-02-09 00:00:00,Closed with explanation,Yes,Yes,2089127
649075,2016-11-07 00:00:00,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,Charged illegal interest rate of over 500 %.,Company believes it acted appropriately as authorized by contract or law,BlueChip Financial,IN,462XX,Servicemember,Consent provided,Web,2016-11-07 00:00:00,Closed with explanation,Yes,No,2005314
649443,2016-08-07 00:00:00,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"I took out a Spot Loan in XXXX XXXX. The loan amount was {$800.00}. I received a payment schedule detailing that the loan would be completed in XXXX XXXX, XXXX. Looking at my online account balance I still show {$610.00}. My "" scheduled '' last payment is on XXXX XXXX and I 'm not even close to paying out this loan. _x000D__x000D_I sent an email to Spot Loan for a copy of the terms and conditions of my loan and have yet to get a response. In my opinion, I have already paid more than the loan principle plus the interest. According to the payment schedule, I have already paid {$2100.00} in interest and fees.",Company believes it acted appropriately as authorized by contract or law,BlueChip Financial,GA,300XX,Servicemember,Consent provided,Web,2016-11-07 00:00:00,Closed with explanation,Yes,No,2004123
649531,2016-12-07 00:00:00,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"XXXX XXXX suit us twice by XXXX different collection agencies on the same alleged debt that had been paid in full several years before. We were served the XXXX suit ( the subject of this complaint ) in XXXX 2015. It was dismissed. Six weeks later, we were served another suit by a different collection agency ( see complaints # XXXX against the XXXX collection agency and # XXXX against XXXX ).",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Rausch, Sturm, Israel, Enerson & Hornik, LLC",LA,707XX,Older American,Consent provided,Web,2016-12-07 00:00:00,Closed with explanation,Yes,No,2006429
649596,7/21/16,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"My daughter is suspected of this credit fraud. My question to this act is, a credit check should have caught this. Valid identification is required, yet this account was opened? Opened : XXXX XXXX 2016, amt. {$520.00}",Company believes it acted appropriately as authorized by contract or law,ERC,CO,809XX,Servicemember,Consent provided,Web,7/21/16,Closed with non-monetary relief,Yes,No,2023391
649726,7/22/16,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"No answer. _x000D_When I call them back, they ask for personal information that I do not feel comfortable releasing over the phone. ( i.e. address and SSN ) I have asked several times why they are calling. _x000D_The response is "" ERC, we are attempting to collect a debt '', however refuse to tell me what debt.",Company believes it acted appropriately as authorized by contract or law,ERC,TX,770XX,Servicemember,Consent provided,Web,7/22/16,Closed with non-monetary relief,Yes,No,2026116
650128,2017-01-02 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,I received a missed call from IC Systems regarding a collection account. I returned the call to gather some information from the agency. Upon contact with the agencyi was treated like the scum of the Earth. I simply requested validation of the debt from the agent and was told it was previously sent out. I asked how could it have been sent if this was my first contact with the agency. The agent proceeded to inform me validation was sent on XX/XX/2017. I advise the agent I had n't received any communication from their company and again this was my first contact. I informed the agent whatever she claims was sent was the first notice NOT validation of the debt. I also informed the agent I have a right to request validation of the debt and by law the agency had to provide it. The agent became very argumentative and upset. I then requested to speak with a supervisor and the agent hung up the phone. The phone call requesting money for an unknown debt after knowingly sending out a notice that i have not received is a violation of the FDCPA ; clearly overshadowing..,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"I.C. System, Inc.",IL,617XX,Servicemember,Consent provided,Web,2017-01-02 00:00:00,Closed with explanation,Yes,No,2323214
650149,7/22/16,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I paid payment in full to one collection agency, XXXX XXXX, XXXX XXXX XXXX, XXXX, MA XXXX, XXXX. Then, a year later I get dunned for the same debt by another collection agency : ERC, XXXX XXXX XXXX, XXXX, XXXX XXXX, XXXX. _x000D__x000D_I called both agencies, plus the original debt holder, XXXX XXXX. XXXX XXXX sent me all related receipts indicating payment in full, but ERC and XXXX do n't appear motived enough to look at my paid receipts. _x000D__x000D_I have attempted to clear this matter up on my own, but it seems not to be working. Thank you for your time.",Company believes it acted appropriately as authorized by contract or law,ERC,NY,100XX,"Older American, Servicemember",Consent provided,Web,7/22/16,Closed with non-monetary relief,Yes,No,2026600
650210,7/25/16,Payday loan,Payday loan,Payment to acct not credited,Payment to acct not credited,Unknown company contact me and family members in regards to sending paperwork out for signature stating that I will be sued and charged with XXXX criminal charges for unpaid payday loan. Company does not disclose their information or how to respond to this matter.,Company believes complaint caused principally by actions of third party outside the control or direction of the company,"CashCall, Inc.",TX,770XX,Servicemember,Consent provided,Web,7/25/16,Closed with explanation,Yes,No,2028194
650606,2016-12-12 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"CFPB took action against NFCU on debt collection. I 've submitted my claim on NFCU for wrongful charges on a XXXX ( XXXX ) XXXX ( XXXX XXXX promissory notes, but was closed without satisfaction. My husband 's direct deposit to NFCU XXXX since retirement in XXXX, stopped in XXXX XXXX, sued here in AZ in XXXX, collected garnishments over $ XXXX, made an unannounced withdrawal of over $ 4XXXX to pay VISA acct, sale of XXXX here in AZ in XXXX XXXX gain of $ XXXX, but posted to an already closed account -- all raised Red Flags. His account, primary owner, was closed, but mine remains open. I was the XXXX garnished. Question : How is this different from the action taken recently against NFCU and not gained a penny because of the timeframe?",Company believes it acted appropriately as authorized by contract or law,Navy FCU,AZ,853XX,"Older American, Servicemember",Consent provided,Web,2016-12-12 00:00:00,Closed with explanation,Yes,No,2244978
650612,1/25/17,Payday loan,Payday loan,Received a loan I didn't apply for,Received a loan I didn't apply for,"XX/XX/2017 XXXX : I received a call from XXXX at Southern Finance at XXXX SC XXXX. XXXX told me that a check had been cashed in my name, and that repayment was expected. _x000D__x000D_Suspecting a scam or con-job, I asked for additional information. XXXX told me that they had mailed a check to me and that it had been cashed. I told him I did not know anything about this. XXXX provided a SSN and DOB that match mine. _x000D__x000D_When I asked him, XXXX told me that checks had been mailed as a promotion to many people, and that cashing these checks was acceptance of a loan with interest in the 40 % area. XXXX told me that they had obtained by address, SSN, DOB, and credit score from XXXX. _x000D__x000D_I told XXXX that I had not received any such check, nor had I cashed any checks in that amount. XXXX tried to tell me that a relative or roommate must have cashed it, and that I was responsible. I have no relatives in the area, and live alone. XXXX told me that someone must have taken the check from my mailbox, and said that he needed me to present myself to him in person to "" get to the bottom of it. '' I declined to do so, because I believe he would try to trick me into giving him information to add to his file and make it appear legitimate. Specifically, I think he would have tried to trick me into letting him copy my ID to add to the file and make it appear that I had applied for the loan in person. I think that security camera footage showing me in his office would be added to the file to make it appear as though I applied for the loan in person. _x000D__x000D_I believe that the practice of sending out checks for loans that were never applied for is deceptive and predatory, because many people receive many checks from many sources, and would believe such a check to be a payment from a client or a settlement, and deposit it without realizing they were obtaining a high-interest loan. _x000D__x000D_I believe that this contact from Southern Finance was an attempt to commit fraud and collect on a loan that does not exist.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Southern Management Corp,SC,296XX,Servicemember,Consent provided,Web,1/30/17,Closed with explanation,Yes,No,2311495
651021,7/17/16,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,many years ago i had XXXX installed in my home XXXX to XXXX rooms then i returned all equipment and discontinued service because they were raising prices to extent. so then they said i did not return a box from XXXX or later. i went down took all the equipment i had leased and was paying for monthly then they came up with equipment was not turned in now i was only getting charged monthly for the equipment i turned in they came back saying the i owe XXXX for equipment.. From XXXX they have been reporting to credit bureau and hitting my credit.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Progressive Financial Services, Inc.",AS,850XX,"Older American, Servicemember",Consent provided,Web,7/17/16,Closed with explanation,Yes,No,2016170
651247,2017-04-02 00:00:00,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,"I HAVE A DEBT ON MY CREDIT REPORT FROM CREDIT MANGEMENT FOR XXXX STATING FROM XX/XX/2010 ON BEHALF OF XXXX. I CALLED CREDIT MANAGEMENT, THEY STATED THAT I DID N'T HAVE ANYTHING IN THEIR SYSTEM FOR THAT CREDITOR OR THAT AMOUNT FOR ME, YET THEY WILL NOT REMOVE IT. FROM MY XXXX CREDIT REPORT",Company believes it acted appropriately as authorized by contract or law,"The CMI Group, Inc.",TX,786XX,Servicemember,Consent provided,Web,2017-04-02 00:00:00,Closed with non-monetary relief,Yes,No,2327360
651375,7/20/16,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX, LA XXXX SSN : XXXX XXXX XXXX, 2016 Ref # : XXXX To Whom It May Concern : XXXX I would like to dispute the following item on my credit reports : XXXX, XXXX and XXXX XXXX XXXX XXXX XXXX Partial account number : XXXX. _x000D_Opened XXXX, my credit report shows a late payment in the amount of {$92.00}. As of now CHARGE OFF XXXX/XXXX/2016 However, I have enclosed copies of my cashier check purchased on XXXX/XXXX/2016 and forward via USPS overnight as payment on XXXX XXXX 2016. Payment was made in full amount of {$93.00} when the balance was {$91.00} at that time. _x000D_See attached clearly show my payment ( Cashier Check ) for XXXX XXXX, 2016. The XXXX XXXX XXXX XXXX has verified the Check was posted for Payment Additionally, it appears that the same matter is being reported twice as a double/damaging. I say strongly state again the full amount was forward ( PD ) to Lowes of {$600.00} as payment as Lowes requested. There was not notice by either party at that time the account was sold or transferred. XXXX placed additional charges on the Lowes Balance placing demands after payment was made and forward to LOWES. I contacted XXXX and made inquiries / concerns there was no notices or request for payment stating the matter had been sold or transferred to them was forward to me at XXXX XXXX XXXX XXXX, LA XXXX. I was told that they do n't send them out. Then I was transferred to a XXXX manager who attempted to clean that statement up. After that conversation and it being placed on my credit reports notices was forward via the mail to my address. _x000D_I dispute the most recent change to Charge Off being report by XXXX. It 's a paid matter in Full as of XXXX XXXX, 2016 payment was made overnight and received checking the tracking number given by the Post Office. Also the Credit Union states the Cashier Check shows payment / cashing by XXXX 1. Lowes : Charge Off : # XXXX ( Reporting ) Not PAID 2. XXXX : Charge Off / Dispute payment was made prior to reporting being made to the XXXX Bureaus : XXXX, XXXX and XXXX under # XXXX Please correct and I am requesting updating this as soon as possible as it 's incorrect reporting via the Bureaus. Thank you, XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Synchrony Financial,LA,700XX,Servicemember,Consent provided,Web,7/22/16,Closed with explanation,Yes,No,2021023
651582,7/19/16,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,They call and let it ring twice and hangup. I returned the call and a woman answered and said they will make note that I wanted them to stop. She then said that I was not in their computer system. _x000D__x000D_This Company has called and hungup on me over 10 times already,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Credit Solutions, LLC (KY)",TN,370XX,Older American,Consent provided,Web,7/26/16,Closed with explanation,Yes,No,2019657
651693,2016-12-07 00:00:00,Debt collection,Federal student loan,Disclosure verification of debt,Right to dispute notice not received,"XX/XX/XXXX, XX/XX/XXXX, they said I had a zero balance on my student loans because of proof of a XXXX. Every year they open it back up again after I sent them medical proof and my social security XXXX proof of XXXX. I am suppose to have a XXXX balance on all of my student loans.",Company believes it acted appropriately as authorized by contract or law,Great Lakes,SC,296XX,Servicemember,Consent provided,Web,2016-12-07 00:00:00,Closed with explanation,Yes,No,2008123
651827,7/14/16,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I owed XXXX XXXX XXXX XXXX a balance on my service I had with them because I canceled my service early. They turn the account over to a debt collection company which was XXXX XXXX, XXXX XXXX. They agreed to a settlement with me and I paid the full balance of the settlement. Three months later I received a notice of my credit report of a collection account on my credit report. it was from Sunrise Credit Service stating that I owe XXXX dollars on the same account from XXXX XXXX XXXX. I contacted Sunrise Credit Service and explained I had already settle and paid off the account and sent them a letter from XXXX XXXX stating that the account was paid off in full on XXXX/XXXX/2016. the company responded they refuse to acknowledge the fact I paid the account in full and they are still reporting this on my credit report. They are trying to get me to repay a debt that has already been paid. XXXX XXXX XXXX when I called them only refers me back to the debt collection company. I need CFPB to address as this is has had a detrimental effect on my credit rating and its inaccurate information.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Sunrise Credit Services Inc.,MD,207XX,Servicemember,Consent provided,Web,7/14/16,Closed with explanation,Yes,No,2012853
652125,2016-12-07 00:00:00,Payday loan,Payday loan,Received a loan I didn't apply for,Received a loan I didn't apply for,"I have been receiving phone calls from a payday loan that I do not recall taking out. They say it was drawn from SpotLoan in the amount of {$800.00}, and was given to me on XXXX 2013. They claim I never made one single payment with would not be the case if I had taken out a loan. Im confused because I have n't heard a thing until the last few days. I called SpotLoan and the representative could not even tell me what account it was deposited to. Its been sold to a third party collection whom has been extremely unprofessional ( XXXX ). I keep receiving calls threatening me. I work for XXXX and they went as far as to call my job ( XXXX XXXX ) department to report the debt. On top of the calls from the agency I get calls saying their is a civil complaint against me and garnishment will be sent to my employer. Seems suspicious in nature and high pressure collections. I also told the agency that I would have to look into this claim and she said NO EXCUSES!! I do n't want to hear them. She also wanted me to report my bank info so they could make payment arrangements. I do n't even know this persons name, it was not provided to me. I refuse to be intimidated and harassed in this manner.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,BlueChip Financial,MI,490XX,Servicemember,Consent provided,Web,7/13/16,Closed with explanation,Yes,No,2009571
652217,1/17/17,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,"It is being reported on my credit report as an "" open '' collection. This has been filed and discharged under bankruptcy in XX/XX/2014.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WAKEFIELD & ASSOCIATES, INC.",GA,307XX,Servicemember,Consent provided,Web,1/31/17,Closed with explanation,Yes,No,2291575
652507,1/25/17,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"this debt was disputed and not validated XX/XX/2016 -- while it was at sunrise collection it was reported on this site case # Case number : XXXX ] sunrise could not validate the debt and ceased collecting ... it seems as if they have now sold this same debt to XXXX XXXX XXXX -sw ref # XXXX -- XXXX XXXX i told them that this debt had already been disputed and never validated from the last collection agency -- - i asked them to provide the contract for this debt -- they say they have a bill ... a bill is not proof that this debt was incurred ... the fact that sunrise collections sold this to another credit agency, knowing it was not valid- is illegal.. and for XXXX to keep collecting on this invalidated debt- a violation of the law ...",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Sunrise Credit Services Inc.,CA,913XX,Servicemember,Consent provided,Web,1/25/17,Closed with explanation,Yes,No,2307665
652679,9/19/16,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"This concerns case # XXXX and XXXX. On Friday, I received a letter from Pressler & Pressler requesting the court to direct an order for garnishee to pay over to Sheriff money for the debt I do not owe. I am at my last nerve. I do n't know what to do. I ca n't afford to hire an attorney, {$250.00}. just for consultation. I 'm scared to death of these people now. XXXX XXXX appeared to be cooperating, not these attorneys. I am enclosing their documents.",Company believes it acted appropriately as authorized by contract or law,"Pressler & Pressler, LLP",NJ,080XX,Servicemember,Consent provided,Web,9/19/16,Closed with explanation,Yes,Yes,2119697
652913,7/22/16,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"IC Solutions Debt Collectors repeatedly call me even after I had already made payments, they call multiple times a day during unorthodox hours and have now taken to calling my husband who 's information they should not have access to.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"I.C. System, Inc.",TX,751XX,Servicemember,Consent provided,Web,7/26/16,Closed with explanation,Yes,No,2024802
652952,9/18/16,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,The charge was for venous collections {$15.00} ( XX/XX/2015 ) for which my health insurance denied as violating contract with them. XXXX XXXX XXXX ( XXXX ) reduced it to {$5.00}. Neither charge was approved by XXXX. I contacted XXXX the date of the bill and XXXX contacted XXXX and they stated they would remove charge. 1 year later I received a derogatory remark on my credit report by XXXX XXXX on my credit report. There was not attempt to contact me or write me concerning this charge. They claim I owe {$10.00} now. They damaged my credit without giving me notice or the ability to contest the charge.,Company believes it acted appropriately as authorized by contract or law,"Simon‰Ûªs Agency, Inc",NJ,070XX,Servicemember,Consent provided,Web,9/18/16,Closed with explanation,Yes,Yes,2117862
653158,7/19/16,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"In XXXX XXXX I went to a XXXX to get help with my feet, starting in XXXX I called XXXX a week in an attempt to pay the debt. XXXX office never returned calls or messages. In XXXX XXXX XXXX, I received my first collection letter threatening to impose additional efforts. So XXXX XXXX, I walked into the doctor 's office and asked them if I can pay my bill. Doctors office said no, we do n't do that here, they took a message and a billing supervisor called to take "" full payment '' {$550.00} as reflected on my bank statement. I also asked the Doctor 's office to resolve the issue with the collector. The billing supervisor and the doctor 's office promised to resolve the issue. XXXX XXXX I got another collection letter, so My husband called the collector and asked them to call and resolve an already paid debt. XXXX XXXX I received my 3rd letter and called collector personally to tell them it was paid. Message machine no one available. _x000D__x000D_Given the doctor 's violations and the collector 's violations it would be helpful to get some assistance to resolve the issue.",Company believes it acted appropriately as authorized by contract or law,"Medical Society Business Services, Inc.",AZ,852XX,Servicemember,Consent provided,Web,7/19/16,Closed with explanation,Yes,No,2016739
653184,2017-03-02 00:00:00,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,"For the second time someone stole my identify. This time they opened up a XXXX XXXX account that when into collection for {$1200.00}. McCarthy , Burgess & Wolff , Inc. only contracted me when I discussed the charges on my credit reported and filed an investigations. They then confirmed that these where my charges and added a collection fee of {$210.00} to the bill. I was able to find the correct number and proofed to XXXX that these were not my charges! They issues me a letter stating that I was not responsible for these charges on XXXX XXXX, 2016. I am still trying to get the XXXX credit agencies to remove this information that they placed in my files. They have suppressed my credit score and caused me damage!",Company believes it acted appropriately as authorized by contract or law,"McCarthy, Burgess & Wolff, Inc.",FL,331XX,Older American,Consent provided,Web,2017-03-02 00:00:00,Closed with explanation,Yes,No,2326773
653193,7/19/16,Debt collection,I do not know,Taking/threatening an illegal action,Sued where didn't live/sign for debt,"On XXXX XXXX, XXXX I received a garnishment notice from Bayfield Financial, LLC via a plain letter mailed to my sister 's address, which is my address listed for the WI DMV, with an attached income worksheet. Upon further investigation of the stated case information through the WI Circuit Court Access website, I learned of a small claims judgement from XX/XX/XXXX that I was previously unaware of. I have no knowledge of a notice to appear ever being issued nor signed for. After nearly 10 tax years, XXXX jobs ( including 6 years of military service ), and multiple address changes I am now being notified of a nearly {$1400.00} judgement that has accrued an additional {$2000.00} of interest. I have researched Bayfield Financial, LLC 's role and determined that they may have purchased my "" debt '' back in XX/XX/XXXX and have a history of unlawful practices such as this. My complaint is that they did properly notify me to appear via certified mail nor file a garnishment/tax refund interception for the past 9 years while interest has continually accrued. They also did not include any information about the original debtor so I can try to determine the full scope of the situation.",Company believes it acted appropriately as authorized by contract or law,"Bayfield Financial, LLC",WI,532XX,Servicemember,Consent provided,Web,7/19/16,Closed with explanation,Yes,No,2020459
